DN,area_ha,class
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",38.185,forest
"4",14.898,land
"1",3.649,forest
"1",1.216,forest
"1",0.365,forest
"3",0.182,water
"1",0.243,forest
"1",0.182,forest
"1",0.182,forest
"1",0.182,forest
"1",0.486,forest
"4",0.122,land
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.973,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"3",0.182,water
"4",0.243,land
"4",0.061,land
"1",0.122,forest
"4",0.608,land
"3",0.365,water
"4",0.122,land
"3",0.122,water
"1",0.304,forest
"1",0.122,forest
"3",0.061,water
"3",0.061,water
"1",0.304,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"4",0.061,land
"4",0.122,land
"1",0.547,forest
"1",0.365,forest
"3",0.061,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.426,forest
"1",0.122,forest
"1",0.304,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"3",0.851,water
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",1.277,forest
"1",0.182,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"4",0.122,land
"4",0.061,land
"4",0.426,land
"1",127.243,forest
"3",0.365,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"4",0.061,land
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"1",0.365,forest
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"4",0.182,land
"1",0.122,forest
"4",0.122,land
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"3",0.243,water
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.243,forest
"3",0.182,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",0.669,forest
"1",0.608,forest
"1",0.365,forest
"1",1.946,forest
"1",0.122,forest
"1",1.399,forest
"4",0.851,land
"1",0.122,forest
"4",2.433,land
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.730,forest
"1",0.061,forest
"1",0.122,forest
"1",0.608,forest
"1",0.791,forest
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"1",0.243,forest
"1",0.182,forest
"3",0.122,water
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"3",0.487,water
"3",2.433,water
"4",0.243,land
"4",0.122,land
"3",0.122,water
"1",0.122,forest
"3",0.243,water
"1",0.061,forest
"1",0.365,forest
"4",0.061,land
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"1",0.426,forest
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"1",0.547,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.365,forest
"4",0.122,land
"3",0.243,water
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.730,forest
"1",0.061,forest
"1",13.986,forest
"1",0.122,forest
"1",0.426,forest
"1",0.243,forest
"1",0.182,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.547,forest
"4",0.122,land
"3",0.061,water
"1",0.122,forest
"3",0.182,water
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"1",0.365,forest
"1",0.791,forest
"3",0.122,water
"4",0.487,land
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.182,forest
"1",0.061,forest
"4",0.122,land
"4",0.122,land
"1",0.061,forest
"3",0.182,water
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.182,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",1.460,forest
"1",0.426,forest
"1",0.851,forest
"1",0.365,forest
"3",10.947,water
"1",0.122,forest
"1",0.669,forest
"4",0.061,land
"3",0.304,water
"1",0.061,forest
"4",10.034,land
"1",0.182,forest
"1",0.122,forest
"3",0.365,water
"1",0.426,forest
"1",0.122,forest
"3",0.122,water
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"4",0.122,land
"3",0.061,water
"4",0.182,land
"1",0.061,forest
"1",1.095,forest
"1",0.061,forest
"1",0.182,forest
"1",0.973,forest
"1",0.122,forest
"1",0.122,forest
"4",0.122,land
"4",0.061,land
"4",0.061,land
"1",0.122,forest
"1",0.122,forest
"1",1.764,forest
"1",0.851,forest
"1",0.365,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"4",0.365,land
"4",0.061,land
"3",2.372,water
"3",0.061,water
"1",0.182,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"3",0.243,water
"1",3.345,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.487,forest
"1",0.365,forest
"3",0.061,water
"4",0.061,land
"3",0.061,water
"1",0.304,forest
"1",0.243,forest
"1",0.182,forest
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.426,forest
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"1",0.182,forest
"4",0.061,land
"4",0.061,land
"1",0.122,forest
"1",0.365,forest
"1",0.061,forest
"4",0.122,land
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"4",0.426,land
"4",0.061,land
"4",0.061,land
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"4",0.122,land
"4",0.061,land
"1",0.061,forest
"1",0.426,forest
"3",0.182,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",110.917,forest
"1",0.426,forest
"4",0.182,land
"4",0.912,land
"3",9.305,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"4",0.122,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.304,forest
"1",0.061,forest
"1",5.899,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.365,forest
"1",0.061,forest
"3",0.243,water
"1",0.061,forest
"1",0.061,forest
"1",0.365,forest
"3",0.061,water
"1",0.061,forest
"1",0.243,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"4",0.182,land
"1",0.912,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.243,forest
"4",0.061,land
"4",0.061,land
"1",0.243,forest
"3",0.243,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.669,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"4",0.061,land
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"4",0.182,land
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.304,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"4",0.122,land
"4",18.246,land
"1",0.547,forest
"1",0.304,forest
"3",0.061,water
"4",0.122,land
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",1.338,land
"1",0.243,forest
"3",0.122,water
"3",0.182,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"3",0.061,water
"4",0.122,land
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.182,forest
"1",0.061,forest
"1",0.547,forest
"1",0.122,forest
"1",0.122,forest
"4",0.243,land
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"0",0.122,non-def
"1",0.061,forest
"3",0.122,water
"1",0.365,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.426,forest
"1",1.764,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.304,forest
"3",0.182,water
"1",0.061,forest
"1",0.122,forest
"1",0.730,forest
"3",0.122,water
"4",0.061,land
"1",0.122,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",3.163,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"4",0.122,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.304,forest
"1",1.216,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",0.243,forest
"1",0.243,forest
"1",18.001,forest
"4",49.803,land
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.304,forest
"1",0.304,forest
"1",0.061,forest
"1",0.122,forest
"1",2.676,forest
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"3",0.182,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.669,forest
"1",0.061,forest
"1",0.182,forest
"4",0.122,land
"1",0.608,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"3",0.122,water
"4",2.798,land
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.122,forest
"1",0.182,forest
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"1",1.095,forest
"1",1.034,forest
"1",0.122,forest
"4",0.061,land
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.426,forest
"4",0.061,land
"1",0.182,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.243,forest
"1",0.061,forest
"1",0.304,forest
"1",0.182,forest
"1",0.122,forest
"3",0.122,water
"3",0.182,water
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.243,forest
"1",0.122,forest
"1",2.250,forest
"4",0.122,land
"1",0.304,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"4",1.277,land
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"4",0.182,land
"1",0.608,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"1",0.852,forest
"1",0.182,forest
"1",0.122,forest
"3",0.061,water
"1",1.156,forest
"3",0.182,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"1",0.304,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.365,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"4",2.129,land
"1",0.243,forest
"4",0.243,land
"4",0.426,land
"1",0.061,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"4",0.122,land
"4",0.061,land
"4",0.182,land
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.304,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.547,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.365,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"4",0.182,land
"4",0.122,land
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",0.243,forest
"1",0.061,forest
"1",0.243,forest
"1",0.061,forest
"1",1.095,forest
"1",0.122,forest
"1",0.852,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"1",0.243,forest
"1",0.547,forest
"1",0.182,forest
"4",1.946,land
"1",0.243,forest
"1",0.122,forest
"4",1.095,land
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.304,forest
"1",0.122,forest
"4",0.243,land
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"1",0.243,forest
"3",0.061,water
"1",0.061,forest
"1",0.426,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"4",0.547,land
"1",0.122,forest
"1",3.650,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.304,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.182,forest
"1",0.182,forest
"1",1.156,forest
"3",0.061,water
"4",0.243,land
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.304,forest
"1",0.122,forest
"1",0.182,forest
"1",0.182,forest
"1",0.182,forest
"1",2.068,forest
"1",0.122,forest
"3",0.061,water
"4",0.061,land
"3",0.182,water
"3",0.122,water
"1",0.243,forest
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.426,forest
"1",0.365,forest
"1",0.061,forest
"1",0.669,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.304,forest
"4",0.061,land
"3",0.122,water
"1",0.061,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",0.304,forest
"1",0.061,forest
"1",0.547,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"4",2.798,land
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"3",0.182,water
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",2.555,forest
"1",53.828,forest
"4",6.265,land
"1",0.608,forest
"3",0.426,water
"1",1.277,forest
"1",0.426,forest
"1",0.243,forest
"1",0.243,forest
"3",0.304,water
"1",0.730,forest
"4",2.068,land
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.426,forest
"1",0.243,forest
"1",0.061,forest
"1",0.426,forest
"1",8.273,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.426,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",1.338,forest
"1",0.061,forest
"1",0.122,forest
"4",2.068,land
"1",0.122,forest
"3",0.243,water
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"4",0.852,land
"4",0.122,land
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.182,forest
"1",2.372,forest
"1",0.304,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"3",0.426,water
"1",0.304,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.243,forest
"1",0.426,forest
"1",0.061,forest
"1",0.304,forest
"1",0.122,forest
"1",0.547,forest
"1",0.122,forest
"4",0.122,land
"1",1.095,forest
"3",0.182,water
"3",0.061,water
"3",0.182,water
"1",0.122,forest
"1",0.365,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.608,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"3",1.521,water
"1",0.122,forest
"3",0.122,water
"3",0.304,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.487,forest
"1",0.061,forest
"1",0.365,forest
"1",0.061,forest
"3",0.061,water
"1",0.243,forest
"3",0.061,water
"3",0.122,water
"4",0.061,land
"1",0.304,forest
"1",0.243,forest
"1",0.304,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.487,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.365,forest
"4",0.304,land
"4",0.061,land
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.243,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.182,forest
"1",0.122,forest
"1",0.547,forest
"4",0.122,land
"4",0.122,land
"3",0.304,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.365,forest
"4",2.555,land
"3",0.122,water
"3",0.243,water
"4",0.608,land
"1",0.426,forest
"1",0.426,forest
"4",0.061,land
"1",0.061,forest
"3",0.122,water
"3",0.791,water
"3",0.122,water
"3",0.061,water
"1",0.243,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.973,forest
"1",0.365,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"3",0.122,water
"4",0.061,land
"4",0.061,land
"1",0.061,forest
"4",2.129,land
"4",0.061,land
"3",0.061,water
"3",0.730,water
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"3",0.061,water
"1",12.044,forest
"1",0.061,forest
"4",0.122,land
"4",0.061,land
"4",0.061,land
"1",0.183,forest
"1",0.061,forest
"3",0.183,water
"3",0.061,water
"1",0.061,forest
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"1",0.365,forest
"1",0.061,forest
"1",0.122,forest
"1",0.304,forest
"1",0.183,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.730,forest
"3",0.122,water
"1",1.521,forest
"1",0.243,forest
"4",0.061,land
"1",0.183,forest
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"1",0.669,forest
"1",0.061,forest
"1",0.487,forest
"1",0.061,forest
"1",0.791,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.730,forest
"1",0.061,forest
"3",3.042,water
"3",3.285,water
"1",0.061,forest
"1",0.122,forest
"1",0.426,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.365,water
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.061,forest
"3",0.243,water
"1",0.061,forest
"1",1.034,forest
"3",0.061,water
"3",0.122,water
"3",0.426,water
"3",0.122,water
"1",0.608,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",1.156,forest
"1",0.365,forest
"1",0.973,forest
"1",0.061,forest
"1",0.730,forest
"1",0.061,forest
"1",0.183,forest
"1",0.730,forest
"1",0.061,forest
"4",0.061,land
"3",0.122,water
"3",2.494,water
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.730,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"3",0.183,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"3",0.122,water
"1",0.122,forest
"3",0.061,water
"3",0.122,water
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"1",0.061,forest
"1",0.426,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",3.285,land
"1",0.487,forest
"1",0.487,forest
"1",4.745,forest
"3",0.122,water
"3",0.487,water
"1",0.122,forest
"1",0.730,forest
"1",0.122,forest
"4",0.183,land
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"4",4.988,land
