DN,area,Class
"3",0.244,water
"1",0.852,forest
"3",0.061,water
"1",0.183,forest
"1",0.061,forest
"1",0.122,forest
"4",2.923,land
"3",0.122,water
"1",0.061,forest
"3",0.609,water
"1",0.122,forest
"1",0.122,forest
"3",0.183,water
"3",0.061,water
"3",0.365,water
"4",0.122,land
"3",0.061,water
"1",0.670,forest
"1",0.244,forest
"3",0.244,water
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.304,forest
"1",0.122,forest
"1",1.035,forest
"4",0.061,land
"3",0.304,water
"1",0.183,forest
"4",1.340,land
"1",0.122,forest
"3",0.183,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"4",2.618,land
"3",0.061,water
"1",0.365,forest
"1",0.122,forest
"1",0.122,forest
"4",0.183,land
"3",0.061,water
"3",0.122,water
"1",0.548,forest
"3",0.061,water
"4",0.244,land
"1",0.061,forest
"1",0.244,forest
"1",1.279,forest
"4",0.061,land
"3",0.183,water
"1",0.244,forest
"1",0.061,forest
"1",0.122,forest
"1",0.365,forest
"3",0.365,water
"3",0.061,water
"1",0.183,forest
"3",0.122,water
"3",0.061,water
"4",0.122,land
"1",0.122,forest
"3",0.122,water
"3",1.218,water
"3",0.183,water
"4",2.740,land
"3",0.061,water
"3",0.183,water
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"4",0.061,land
"1",0.852,forest
"1",0.122,forest
"3",0.304,water
"4",0.244,land
"4",0.122,land
"3",0.061,water
"3",0.122,water
"1",0.061,forest
"4",0.122,land
"3",0.061,water
"3",0.061,water
"4",0.122,land
"1",0.061,forest
"3",0.061,water
"3",0.183,water
"1",0.183,forest
"4",0.122,land
"3",0.061,water
"1",0.731,forest
"3",0.183,water
"1",0.122,forest
"3",0.122,water
"1",0.183,forest
"3",0.061,water
"3",0.183,water
"3",0.122,water
"4",0.061,land
"3",0.122,water
"1",0.670,forest
"3",0.548,water
"1",0.061,forest
"1",0.244,forest
"3",0.061,water
"1",0.122,forest
"4",0.122,land
"1",0.304,forest
"1",0.122,forest
"4",0.244,land
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"1",0.792,forest
"3",8.342,water
"0",0.061,non-def
"1",0.426,forest
"3",0.183,water
"1",0.061,forest
"1",0.183,forest
"1",0.061,forest
"1",0.244,forest
"4",0.061,land
"4",0.122,land
"3",0.061,water
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"3",0.487,water
"3",0.122,water
"3",0.183,water
"1",0.426,forest
"3",0.183,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.609,forest
"1",0.183,forest
"1",0.061,forest
"4",0.122,land
"1",0.792,forest
"3",0.061,water
"1",0.061,forest
"1",0.183,forest
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"3",0.122,water
"4",1.644,land
"3",0.061,water
"4",0.061,land
"1",0.061,forest
"1",0.122,forest
"4",0.061,land
"4",0.061,land
"4",0.061,land
"1",0.244,forest
"3",0.061,water
"1",0.061,forest
"3",0.061,water
"3",0.183,water
"3",0.061,water
"1",0.122,forest
"4",0.122,land
"1",0.061,forest
"1",0.122,forest
"3",0.183,water
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"4",0.183,land
"3",0.061,water
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"4",0.548,land
"3",0.304,water
"1",0.061,forest
"1",0.183,forest
"1",0.426,forest
"1",0.183,forest
"1",0.426,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.304,forest
"1",0.061,forest
"4",0.122,land
"4",0.122,land
"4",0.244,land
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"3",0.122,water
"1",0.244,forest
"1",2.009,forest
"1",0.183,forest
"3",0.183,water
"3",0.061,water
"1",0.061,forest
"3",0.061,water
"4",0.061,land
"3",0.244,water
"1",10.595,forest
"3",0.122,water
"1",0.244,forest
"1",0.061,forest
"3",0.122,water
"4",1.035,land
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"4",0.061,land
"0",0.122,non-def
"1",0.061,forest
"1",0.304,forest
"1",0.122,forest
"3",0.061,water
"3",0.061,water
"1",0.122,forest
"3",0.122,water
"1",0.061,forest
"3",0.122,water
"3",0.183,water
"1",0.183,forest
"3",0.122,water
"3",0.365,water
"1",0.183,forest
"3",0.061,water
"1",0.244,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"3",0.122,water
"4",0.122,land
"3",0.487,water
"4",0.122,land
"1",0.122,forest
"4",0.670,land
"3",0.183,water
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"4",0.122,land
"4",0.061,land
"4",0.122,land
"4",0.122,land
"4",0.061,land
"4",0.365,land
"4",2.314,land
"1",0.244,forest
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"4",0.061,land
"3",0.061,water
"3",0.061,water
"3",1.096,water
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"4",0.426,land
"1",0.061,forest
"1",0.244,forest
"1",0.183,forest
"3",0.183,water
"3",0.244,water
"1",0.122,forest
"3",0.183,water
"1",0.122,forest
"1",0.061,forest
"1",0.244,forest
"4",0.122,land
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"3",0.122,water
"4",0.183,land
"1",0.183,forest
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"3",0.244,water
"3",0.061,water
"4",12.665,land
"1",0.122,forest
"1",0.426,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"4",1.888,land
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"3",0.548,water
"1",0.061,forest
"3",0.122,water
"1",0.183,forest
"3",0.183,water
"3",0.792,water
"1",0.061,forest
"3",0.061,water
"3",0.122,water
"1",0.061,forest
"1",0.183,forest
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"4",0.304,land
"4",0.061,land
"3",0.061,water
"4",0.913,land
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"3",0.122,water
"3",0.122,water
"4",0.061,land
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"4",0.183,land
"4",0.365,land
"4",0.061,land
"4",0.487,land
"3",0.061,water
"4",0.244,land
"4",0.061,land
"4",0.122,land
"3",0.061,water
"4",0.244,land
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.365,forest
"3",0.061,water
"1",0.122,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"4",0.061,land
"3",0.122,water
"4",0.122,land
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"3",0.183,water
"1",0.061,forest
"4",0.122,land
"1",0.061,forest
"1",0.183,forest
"3",0.061,water
"3",0.304,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"4",0.304,land
"3",0.061,water
"1",0.061,forest
"3",0.183,water
"1",0.122,forest
"3",0.122,water
"3",0.183,water
"1",0.061,forest
"1",0.183,forest
"3",0.183,water
"3",0.122,water
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"4",0.061,land
"3",0.122,water
"3",9.438,water
"3",0.853,water
"4",0.609,land
"3",4.506,water
"3",0.487,water
"4",0.304,land
"3",0.183,water
"1",1.583,forest
"3",1.218,water
"1",0.487,forest
"1",2.192,forest
"1",0.548,forest
"1",0.548,forest
"3",0.609,water
"4",0.244,land
"1",0.609,forest
"4",0.487,land
"3",0.670,water
"1",0.244,forest
"1",0.670,forest
"4",0.122,land
"1",1.035,forest
"3",3.593,water
"1",8.342,forest
"1",0.974,forest
"1",1.279,forest
"1",0.304,forest
"3",0.609,water
"4",0.122,land
"1",18.512,forest
"1",0.670,forest
"1",0.122,forest
"3",0.122,water
"1",0.670,forest
"4",0.365,land
"3",0.244,water
"1",0.122,forest
"1",1.035,forest
"3",0.244,water
"3",0.122,water
"4",0.670,land
"4",0.244,land
"4",1.035,land
"1",0.061,forest
"1",0.609,forest
"3",0.061,water
"1",0.304,forest
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"3",0.304,water
"1",0.122,forest
"3",0.122,water
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"3",0.183,water
"1",0.122,forest
"1",0.061,forest
"1",1.949,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"4",0.122,land
"3",0.061,water
"3",0.122,water
"1",0.122,forest
"4",0.183,land
"1",0.122,forest
"1",1.218,forest
"1",0.426,forest
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"4",0.670,land
"4",0.061,land
"4",0.061,land
"3",0.122,water
"3",0.122,water
"1",0.061,forest
"4",0.122,land
"1",0.548,forest
"4",0.183,land
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"4",0.304,land
"3",0.122,water
"1",0.183,forest
"3",0.122,water
"3",1.644,water
"4",3.775,land
"3",0.061,water
"1",4.750,forest
"1",0.061,forest
"1",1.644,forest
"1",0.244,forest
"3",0.122,water
"4",12.178,land
"1",0.244,forest
"3",0.244,water
"1",0.183,forest
"3",0.061,water
"4",0.122,land
"3",0.122,water
"4",0.670,land
"1",1.461,forest
"4",0.122,land
"4",3.288,land
"1",0.061,forest
"4",0.122,land
"4",0.122,land
"3",0.061,water
"4",1.644,land
"4",8.038,land
"4",0.061,land
"1",0.183,forest
"1",2.131,forest
"1",0.061,forest
"3",0.244,water
"4",0.122,land
"3",0.670,water
"1",0.122,forest
"1",1.279,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"3",15.832,water
"1",0.183,forest
"4",0.061,land
"3",0.183,water
"1",0.244,forest
"1",0.061,forest
"3",0.061,water
"3",0.122,water
"4",0.244,land
"3",0.122,water
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"3",0.365,water
"1",0.061,forest
"4",0.122,land
"4",0.244,land
"1",0.061,forest
"1",0.244,forest
"3",0.061,water
"3",0.183,water
"3",0.061,water
"1",0.426,forest
"3",0.061,water
"1",0.122,forest
"1",0.548,forest
"1",0.487,forest
"4",0.122,land
"4",0.792,land
"3",0.061,water
"3",0.061,water
"3",0.061,water
"3",0.122,water
"3",0.061,water
"1",0.244,forest
"3",0.426,water
"3",0.061,water
"1",0.122,forest
"3",0.244,water
"4",0.061,land
"3",0.061,water
"1",0.244,forest
"4",0.122,land
"1",0.487,forest
"3",0.061,water
"1",0.548,forest
"4",3.227,land
"4",0.365,land
"1",0.365,forest
"1",0.609,forest
"1",0.122,forest
"1",0.183,forest
"3",0.061,water
"3",0.122,water
"4",0.609,land
"4",0.122,land
"3",0.122,water
"1",0.122,forest
"4",0.061,land
"3",0.061,water
"3",0.853,water
"1",0.061,forest
"4",0.061,land
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"1",0.244,forest
"3",0.061,water
"1",0.183,forest
"1",0.061,forest
"3",0.061,water
"1",0.426,forest
"1",0.244,forest
"1",0.122,forest
"3",0.122,water
"3",0.061,water
"3",0.122,water
"1",0.244,forest
"3",0.244,water
"1",0.122,forest
"3",0.122,water
"1",0.183,forest
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"1",0.609,forest
"1",0.183,forest
"4",0.426,land
"4",0.122,land
"1",0.670,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"3",0.061,water
"4",0.122,land
"3",2.801,water
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"4",0.061,land
"3",0.122,water
"1",0.122,forest
"4",0.061,land
"4",0.122,land
"1",0.183,forest
"1",0.122,forest
"3",0.183,water
"3",0.061,water
"1",0.122,forest
"1",0.487,forest
"3",0.244,water
"3",1.218,water
"3",0.122,water
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"3",0.183,water
"1",0.122,forest
"1",0.426,forest
"3",0.061,water
"1",0.304,forest
"4",0.304,land
"1",0.304,forest
"1",0.244,forest
"3",0.183,water
"1",0.061,forest
"3",0.061,water
"1",0.244,forest
"3",0.061,water
"1",0.061,forest
"4",0.487,land
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"4",0.061,land
"4",0.122,land
"4",1.522,land
"3",0.061,water
"4",0.061,land
"1",0.122,forest
"1",0.183,forest
"4",0.304,land
"1",0.061,forest
"3",0.426,water
"3",0.061,water
"3",0.365,water
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"3",0.061,water
"4",0.304,land
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"3",0.061,water
"3",0.061,water
"1",0.183,forest
"3",0.061,water
"1",0.122,forest
"3",0.853,water
"3",0.122,water
"3",0.244,water
"1",0.304,forest
"1",1.279,forest
"1",0.122,forest
"1",0.061,forest
"3",0.304,water
"4",0.548,land
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"4",0.122,land
"4",0.122,land
"4",0.061,land
"1",0.122,forest
"3",0.122,water
"1",0.061,forest
"1",1.644,forest
"3",0.122,water
"1",0.183,forest
"1",0.061,forest
"3",0.244,water
"3",0.244,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",1.279,forest
"4",0.974,land
"4",0.122,land
"1",0.365,forest
"1",12.118,forest
"1",99.676,forest
"1",0.122,forest
"3",0.122,water
"4",0.061,land
"3",0.487,water
"3",0.122,water
"1",0.061,forest
"1",0.853,forest
"1",3.532,forest
"4",0.061,land
"4",11.813,land
"3",0.061,water
"1",0.487,forest
"4",0.304,land
"1",0.061,forest
"1",0.061,forest
"4",0.183,land
"3",0.122,water
"3",0.853,water
"1",0.061,forest
"1",0.183,forest
"1",0.244,forest
"4",0.244,land
"4",0.061,land
"1",0.122,forest
"3",0.365,water
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"3",0.304,water
"1",0.061,forest
"3",0.183,water
"3",0.548,water
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"3",0.122,water
"1",0.061,forest
"3",0.244,water
"3",0.061,water
"1",0.061,forest
"1",0.183,forest
"4",0.122,land
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"4",0.122,land
"1",0.061,forest
"4",0.061,land
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.609,forest
"1",0.122,forest
"1",0.244,forest
"1",0.061,forest
"1",0.122,forest
"4",0.122,land
"1",0.061,forest
"1",0.304,forest
"3",0.061,water
"4",0.122,land
"4",0.122,land
"4",0.913,land
"1",0.244,forest
"4",0.122,land
"4",0.061,land
"3",0.244,water
"3",0.304,water
"3",0.304,water
"3",0.061,water
"3",0.548,water
"1",0.122,forest
"3",0.061,water
"3",0.244,water
"3",0.122,water
"3",0.122,water
"1",0.183,forest
"3",0.061,water
"3",0.122,water
"1",0.061,forest
"3",0.122,water
"4",1.096,land
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"3",0.061,water
"3",0.731,water
"3",0.122,water
"3",0.061,water
"1",0.183,forest
"4",0.061,land
"1",0.304,forest
"4",0.183,land
"1",0.183,forest
"4",0.061,land
"4",0.913,land
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",0.304,land
"3",0.061,water
"1",0.244,forest
"1",0.244,forest
"3",0.061,water
"1",0.426,forest
"4",0.244,land
"1",0.365,forest
"3",0.122,water
"3",0.122,water
"1",0.061,forest
"3",0.244,water
"1",0.061,forest
"1",0.670,forest
"3",0.548,water
"1",0.122,forest
"1",0.670,forest
"1",0.365,forest
"1",0.061,forest
"3",0.061,water
"3",0.183,water
"1",6.820,forest
"1",0.365,forest
"1",0.244,forest
"4",0.487,land
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",5.602,forest
"3",0.061,water
"3",0.609,water
"3",0.061,water
"3",0.061,water
"1",0.792,forest
"1",0.061,forest
"4",0.122,land
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"4",0.061,land
"1",0.061,forest
"3",6.029,water
"4",0.183,land
"3",0.061,water
"3",0.122,water
"3",0.183,water
"3",0.061,water
"3",0.244,water
"3",0.183,water
"3",0.304,water
"3",0.122,water
"1",0.061,forest
"4",0.061,land
"3",0.304,water
"3",0.244,water
"3",0.122,water
"1",0.122,forest
"1",0.304,forest
"1",0.122,forest
"3",0.122,water
"1",0.244,forest
"3",0.122,water
"1",0.061,forest
"3",0.122,water
"3",0.122,water
"1",0.670,forest
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"3",0.244,water
"1",0.365,forest
"1",0.061,forest
"3",0.183,water
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"4",0.061,land
"4",0.183,land
"4",0.122,land
"4",0.122,land
"4",4.263,land
"1",0.061,forest
"4",32597.465,land
"1",0.122,forest
"3",0.061,water
"3",0.183,water
"3",0.122,water
"1",0.061,forest
"3",0.792,water
"3",0.304,water
"1",0.061,forest
"3",0.061,water
"3",0.183,water
"1",0.061,forest
"1",0.183,forest
"1",0.183,forest
"3",0.183,water
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"3",0.365,water
"1",23.626,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"1",0.061,forest
"4",0.122,land
"1",0.122,forest
"1",0.426,forest
"1",0.183,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.183,forest
"3",0.244,water
"4",0.183,land
"3",0.122,water
"1",0.792,forest
"3",0.061,water
"1",0.122,forest
"4",0.061,land
"1",0.244,forest
"4",0.122,land
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"4",0.244,land
"1",0.731,forest
"3",0.183,water
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"3",2.558,water
"1",0.122,forest
"3",0.122,water
"3",1.157,water
"3",0.061,water
"4",0.183,land
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"1",0.244,forest
"1",0.061,forest
"1",0.122,forest
"4",0.061,land
"3",0.061,water
"1",0.061,forest
"4",0.122,land
"4",0.061,land
"4",0.061,land
"3",0.061,water
"3",0.061,water
"1",0.183,forest
"1",0.122,forest
"4",0.061,land
"3",0.122,water
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"3",0.061,water
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"3",0.122,water
"1",0.061,forest
"1",0.183,forest
"3",0.426,water
"1",0.183,forest
"1",0.061,forest
"1",0.122,forest
"4",0.061,land
"3",0.731,water
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"4",0.061,land
"3",0.061,water
"3",0.061,water
"4",0.244,land
"3",0.061,water
"4",0.122,land
"4",0.122,land
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"3",0.304,water
"3",0.061,water
"3",0.061,water
"3",0.122,water
"3",0.061,water
"4",0.061,land
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"3",0.183,water
"3",0.061,water
"3",0.122,water
"3",0.122,water
"4",0.122,land
"3",0.122,water
"1",0.061,forest
"3",0.183,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"4",1.279,land
"4",0.122,land
"4",2.679,land
"4",12.301,land
"3",27.951,water
"3",1.644,water
"1",2.923,forest
"1",1.583,forest
"4",0.548,land
"4",0.183,land
"4",0.365,land
"4",0.731,land
"1",0.487,forest
"1",0.244,forest
"4",0.913,land
"3",0.731,water
"4",0.487,land
"3",1.583,water
"3",0.426,water
"4",1.340,land
"3",1.157,water
"1",16.137,forest
"1",1.522,forest
"4",0.426,land
"1",0.365,forest
"4",0.426,land
"3",0.244,water
"1",0.792,forest
"3",0.548,water
"3",1.705,water
"1",0.304,forest
"3",0.244,water
"1",0.244,forest
"3",2.740,water
"1",0.304,forest
"1",2.375,forest
"1",5.663,forest
"1",0.244,forest
"1",1.096,forest
"1",0.183,forest
"3",0.731,water
"1",0.426,forest
"1",0.122,forest
"1",1.157,forest
"3",2.192,water
"3",4.872,water
"1",0.365,forest
"3",0.670,water
"1",1.644,forest
"4",0.792,land
"1",0.244,forest
"4",1.279,land
"4",12.118,land
"3",5.846,water
"1",1.340,forest
"1",0.061,forest
"4",0.122,land
"3",0.061,water
"3",0.548,water
"3",0.061,water
"3",6.394,water
"1",2.619,forest
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"3",0.670,water
"1",0.244,forest
"3",0.061,water
"1",0.061,forest
"4",0.122,land
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"1",0.304,forest
"4",0.122,land
"3",0.122,water
"1",0.304,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"4",0.061,land
"3",0.548,water
"1",0.548,forest
"4",0.183,land
"1",0.670,forest
"1",0.061,forest
"1",0.244,forest
"4",0.122,land
"3",0.061,water
"4",0.304,land
"4",0.183,land
"4",0.122,land
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.609,forest
"1",2.253,forest
"3",0.183,water
"1",2.314,forest
"1",0.426,forest
"1",0.122,forest
"3",0.183,water
"3",0.122,water
"3",0.304,water
"3",1.096,water
"4",0.122,land
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"1",0.426,forest
"3",0.244,water
"1",0.061,forest
"1",0.183,forest
"3",0.792,water
"3",0.183,water
"1",0.122,forest
"4",0.061,land
"1",0.244,forest
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"4",1.705,land
"4",7.186,land
"4",0.122,land
"1",0.122,forest
"1",0.061,forest
"1",0.244,forest
"1",0.244,forest
"1",0.061,forest
"4",0.122,land
"3",0.061,water
"1",2.253,forest
"3",0.670,water
"3",0.304,water
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"4",0.122,land
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"3",0.244,water
"1",0.061,forest
"1",0.244,forest
"1",0.548,forest
"1",2.375,forest
"1",0.183,forest
"3",0.183,water
"1",0.609,forest
"1",0.122,forest
"1",0.365,forest
"4",0.244,land
"1",0.061,forest
"1",0.122,forest
"1",3.471,forest
"4",0.183,land
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"3",1.766,water
"4",0.244,land
"3",0.122,water
"4",0.061,land
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",4.202,forest
"1",0.122,forest
"1",0.426,forest
"3",0.061,water
"4",0.061,land
"4",0.061,land
"3",0.122,water
"4",0.061,land
"3",0.061,water
"4",0.061,land
"4",0.426,land
"1",0.122,forest
"4",0.122,land
"3",0.183,water
"3",0.061,water
"3",0.670,water
"3",0.122,water
"3",0.122,water
"1",1.522,forest
"3",0.061,water
"4",0.548,land
"1",0.244,forest
"1",0.122,forest
"4",0.183,land
"4",0.183,land
"3",0.061,water
"4",1.705,land
"1",0.122,forest
"3",0.122,water
"4",0.122,land
"3",0.122,water
"3",0.244,water
"3",0.061,water
"4",0.183,land
"3",0.061,water
"4",0.853,land
"4",0.122,land
"3",0.061,water
"1",0.244,forest
"3",0.304,water
"1",0.061,forest
"3",0.122,water
"4",0.061,land
"3",0.061,water
"1",0.487,forest
"3",0.061,water
"1",0.122,forest
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"1",0.426,forest
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",1.096,forest
"1",0.122,forest
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"1",4.933,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"3",0.061,water
"4",0.061,land
"1",0.122,forest
"1",0.548,forest
"1",0.183,forest
"3",8.891,water
"3",0.122,water
"1",0.061,forest
"3",0.122,water
"4",0.061,land
"1",0.061,forest
"1",3.593,forest
"1",0.122,forest
"1",0.548,forest
"4",0.061,land
"3",0.061,water
"1",13.519,forest
"3",0.183,water
"3",0.061,water
"4",0.061,land
"4",0.670,land
"4",0.122,land
"4",0.061,land
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"3",0.122,water
"3",0.061,water
"3",0.244,water
"4",0.061,land
"4",0.487,land
"3",0.061,water
"4",0.122,land
"1",0.183,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.609,forest
"4",21.374,land
"1",5.054,forest
"4",0.061,land
"3",0.244,water
"3",0.122,water
"1",0.122,forest
"3",0.304,water
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"4",0.122,land
"3",0.061,water
"4",0.365,land
"4",0.122,land
"4",0.304,land
"4",0.061,land
"1",0.061,forest
"4",0.183,land
"3",0.122,water
"1",0.122,forest
"4",0.244,land
"3",0.122,water
"4",0.426,land
"3",0.061,water
"3",0.122,water
"3",0.487,water
"1",0.244,forest
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"3",0.122,water
"1",0.548,forest
"3",0.244,water
"1",0.122,forest
"3",0.122,water
"3",0.061,water
"3",0.122,water
"3",0.792,water
"1",0.304,forest
"1",0.122,forest
"1",0.853,forest
"1",0.061,forest
"3",0.061,water
"3",0.609,water
"3",0.061,water
"3",0.670,water
"1",2.497,forest
"4",0.122,land
"1",0.061,forest
"4",0.122,land
"1",3.410,forest
"1",0.061,forest
"4",0.122,land
"1",0.183,forest
"3",0.183,water
"3",0.122,water
"1",0.061,forest
"4",0.122,land
"3",0.061,water
"3",0.122,water
"4",0.061,land
"3",0.061,water
"3",0.913,water
"4",0.122,land
"3",0.122,water
"4",1.096,land
"3",0.061,water
"3",0.122,water
"1",0.061,forest
"3",0.061,water
"3",0.183,water
"3",0.244,water
"3",0.548,water
"3",0.122,water
"1",0.609,forest
"1",0.061,forest
"1",1.401,forest
"1",0.061,forest
"3",0.061,water
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"3",0.183,water
"3",0.061,water
"3",0.061,water
"3",0.183,water
"3",0.426,water
"4",0.061,land
"4",4.750,land
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.183,forest
"3",0.304,water
"3",0.061,water
"1",0.244,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"4",0.548,land
"3",0.244,water
"3",0.061,water
"1",0.122,forest
"1",0.183,forest
"1",0.487,forest
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"3",0.061,water
"1",0.122,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.365,forest
